ID,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10
TFCP2,150.1,170.6,109.8,79.9,79,86.2,113,141.8,118,89.1
SMARCC1,150.1,210.2,146.2,199.8,188.9,169,206.7,74.6,134.3,234.3
ARR3,21,-0.8,-10.8,-39.1,3,3.9,30.8,62.3,-13.7,18.9
BLVRA,903.5,1185.1,791.8,690.2,1194.5,1174,828.2,1078.9,778.2,786.6
CHRNA7,90.5,123,118,61.6,40,68.5,127.6,107.2,65,58
CYP19,45.8,28.6,20.3,42.4,-45.2,3.9,4.2,-24.5,-3.5,17.4
SNRPB2,557,486.7,392.7,543,519,602,581.2,485.3,588.8,450.1
TNP1,41,36.7,113.5,41.6,1.3,67.6,53.4,23.5,88.9,93.6
BTF3L2,45.8,-80.4,-25.7,-56.7,-73.4,3,-34.6,-26.8,-16.6,-10
GZMB,230.8,285.7,39.8,250.6,127,258.2,147.5,118.9,146.6,152.6
NPTX2,16.8,8.1,42.8,23.5,68.5,24.3,-1.8,28.6,31.2,20.3
TYMS,65.9,161.4,118.9,156.2,86.2,230.8,141.8,111.6,54.8,53.9
GPR21,22.4,-16.4,15,10.2,29,32,4.2,-14.6,23.1,9
CIDEB,70.2,52,40.5,55.6,54.5,49,72,54.5,79.9,72
POLR2H,567.6,464.2,506.8,534,450.4,427.7,469.7,386.4,544,465.8
TPO,68.5,10,27.5,56.3,14.4,-19.2,6.6,53.2,15.1,2.3
RAB27A,240.8,227.8,158,266.6,288.9,295.5,261.6,256.5,303,305
CR2,191,57,75.1,34.3,33.2,34.3,48.5,73.8,24.6,23.9
SIM2,21.7,-10,25.2,11.3,-28,16.8,-7.7,8.3,-20.3,38
CRMP1,163.7,128,215.4,151,163.7,106.3,152.8,223,161.4,158
F9,9,-3,-8.2,-2.1,0.4,-26,-22.4,20.2,-29.3,-13.4
AIP-1,86,46.8,71.1,91,37.8,96.9,103,94,74.3,84
FYB,217,534.8,21,279.8,120,401.5,134.3,177.2,97.1,71.2
MMSDH,241.9,314.9,327.6,222.1,362.7,323.2,325.7,183.6,296,303
PHAP1,331.6,477.2,299.4,329.8,310.2,447,202.4,234.4,341.5,366.3
PSG11,117.2,215.4,36.7,202.4,194.4,238.7,126.8,149.4,-1.9,181.6
TMEM1,118,126,170.8,85.3,44,122.8,114.7,108,152.8,113.4
NUP62,120,151.5,163.3,177,207.8,195.6,152.8,120.8,130,150.5
HFL3,17.7,20.2,98,-0.4,-35,-10,16,44.1,86.2,-22.6
NR2F1,904.6,420.8,1208.1,688.7,808.8,622.8,796,750.2,897.5,809.2
TCL1A,60.4,21.7,27.5,19.3,35.5,39.8,10.2,38.1,32,-32.1
TARBP2,60.4,85.8,72,112.5,18.5,44.2,108,57.9,21,46
PMX2B,87,43,95,-3.8,43,85.3,22,65,40.7,7.3
CA2,132,99.8,209.4,76.7,465.1,280,442.6,140.8,344.7,246.8
HMG17,2136.9,2166.5,2278.4,2018,2148.7,2455.8,2305.3,2126.7,2554.1,2299.2
HLA-DMA,2664.6,4572.5,1997.5,2706.9,3251,3252.3,1653.9,2428.5,1722.2,1955.9
HAP1,-13,-61.7,12,-56.7,4,-47.1,-36,6.3,-72,0.3
CEACAM7,-7.5,-66,-22.6,-2.1,-77.6,27,-26.5,-6.5,-10,-16.8
HAX1,1407.4,1080.1,1062.7,907.4,1123.6,1149.3,967.9,1418.1,1140.8,1092.2
KIAA0084,1716.1,2031.5,1926.9,1436.5,1647.9,1850.9,1781.5,1984.9,1797.9,2219.4
POR,481.2,482.3,593.2,629.2,938.1,493.4,638.8,586.4,697.6,728
LOC58504,67.6,61,49,36.7,44,73.6,44,49,41.6,32
HRMT1L1,-17,-43.1,-6.5,-28.5,17.7,-32,-13.7,-18.2,-53.5,-7.5
D6S81E,1744.8,1615.9,1523.9,1449.5,1358.7,1799.5,1652,1398.6,1530.8,1397.7
NEF3,-7.5,-7.7,-24.9,17.7,30,13,14.8,36.4,21.7,65.8
AIP,880.7,783.6,887.2,644.5,837.9,917.1,630,742.6,834.8,854
NDUFS8,414.8,339.6,327.6,375.8,306.8,358.6,298.2,349.8,307,350.2
RPL35A,5533.9,4561,4957.8,4631.6,3897.5,4651.6,5404,4873.4,4809.8,5262.9
ZNF35,26,84.6,121.7,70,54.5,92.4,85.3,104.7,150.1,104.4
GATA3,158,175,203.3,173,162.6,201.1,109.7,85.8,201.7,247.8
FLJ10803,743,550,728.5,636.5,686.2,486.1,502.1,606.9,726.9,632.1
PLCB3,206,246.8,172.9,225.9,175.1,154.3,201.6,180.4,222,151.5
SRP54,205,267.3,166.5,228.7,206.9,218.3,254.8,270.8,248.3,202.4
NOVA1,105,107.1,119.8,16,65,77.4,72,107.2,132.2,58
HYAL3,-25.2,-60.3,-62.4,-13.7,-59.1,-52.7,-60.7,-49.2,-15.1,-46.3
PSMB5,751,607.1,620.3,722.8,619.6,514.7,789.2,638,736.3,688.8
20D7-FC4,184,211.1,170.8,117.1,169.4,164,77.2,172.1,215,206
TGFB1,454.9,678.5,479.7,534,522.3,464.3,397.4,397,279,359
NUP98,132,133.5,131.1,88,117.2,100.5,133.2,77.2,176.8,113.4
DSC2,41,40,75.1,65,41,53.4,69.4,35.5,33,65.8
EGR4,-19,-23.1,30.5,49,-20,3,16.8,-15.5,-45.2,12
ALDH10,234.1,257.3,369.3,259.9,385.2,271,396.8,329.2,366.3,503.2
ZNF154,13.4,2.2,37.8,2.1,45,-6,4.2,26,56.4,38
ACTA2,6485.6,5072.1,13115.4,8552.5,5724.7,8653.7,8285,7818.1,6140.8,3914.6
PYGB,653.7,652.5,889.1,596.9,687,601.2,622,533,468.9,639.2
PTTG1IP,1415.8,1604.1,1798.4,1712.8,1687.9,1683.8,1844,1561.6,1726.9,1900.1
BCL7B,374.9,415.6,424.6,464.5,467.7,417.7,655.6,409.6,466.3,504
SREC,62.7,51.1,132.2,108.9,99.8,122.8,92.5,92,123,170
DSCR1,162.6,170.6,292.1,269.9,334.4,161,392.9,259.1,348,208.1
C1R,2372.8,2003.3,2104.6,2243.7,1423.2,2777.5,2002.6,3026.5,1784,1496.4
UQCRFS1,914.4,1193.7,1054.2,1277.1,1193,1225.7,1466.4,1055.5,1025.3,1157.7
AZGP1,-4.9,68.5,193.6,27.7,117.2,4.7,191.8,16,163.7,148.3
ALOX5AP,1440.6,1867.3,2045.3,2060.4,3236.9,1777.2,1891.1,1668.7,1826.4,2345.3
MKNK1,237.4,248.7,377.2,363,390.9,318.8,502.8,323.6,295,381.6
KIAA0133,55.6,103.5,125.4,11.3,142.1,65,98,93,79,48
ZNF84,72,26,78.2,43.3,74.3,73.6,80.8,55.1,30.5,51
BRPF1,263.2,168.3,229,148.4,279.7,218.3,254,298,208,202.4
MIG2,566.7,513,841.5,707.5,686.2,695.6,1116.9,720.8,978.6,793.8
LLGL1,-40.8,-28.5,-85.1,-77.6,163.7,87.1,44,82.4,-46,-16.8
CNGB1,6.4,19.3,57,45,-2.1,16,27.2,16,74.3,60
TEB4,386.5,322,449.7,323.4,394.1,298.3,353.5,374.5,450.5,485.5
ESRRA,139,143.1,198.9,176,199.8,144.9,176.8,165.5,181.5,141.7
BCKDHB,1.5,21.7,1.7,8.2,48,1.3,26,44.1,45.9,13
RPL35,7015.2,6546.5,5930,5623.4,5760.4,6265.7,6652.1,6939.7,6152.7,5500.4
RPL27A,8777,9041.7,11366.1,10091.5,8409.9,8698.7,10008.8,9405.6,10089.9,9458.4
CCT3,871,561.7,586.4,657.5,609.1,714.5,709,646.7,578.4,587.4
KIAA0173,78.1,51.1,78.2,16.8,34.3,44.2,32,10,24.6,41.6
MLLT2,106,47.6,55.8,37.8,72,59.7,7.8,73.8,92.5,129.1
SLC12A2,-4.9,5.6,24.3,58.1,40,42,71.1,51,55.9,50
RPS20,11708.3,13451,15178.9,13352.9,14421.7,13326.2,16247,13104.2,14189.5,13840.1
PDE6A,93.8,91,94,40.7,90,55.6,61,44.1,88,88
ELK3,280.6,271.9,370.1,279,277.9,275,212.7,295,403.6,350.9
PMVK,383.9,324.5,367.7,318.8,407,331.2,353.5,304,305,351.7
PURA,235.2,161.4,271.2,98,187.9,193.5,225.5,111.6,77.4,153.7
PTPN12,752,735.6,899.4,827.6,1088.4,935.6,1147.1,699.4,992.4,1238.9
HSPB1,4481.8,4349.2,5379.2,4480.9,5866.8,4221,4233.3,3942.9,5003.9,4204.5
GPC1,640.1,489.2,630.8,680.7,633.4,421,482.5,766.2,604.9,591.1
USF1,117.2,52.6,37.8,59.3,96,54.1,44,20.2,-1.4,23.1
UP,445.5,443.1,600,634.3,845.8,594.8,634.4,522.1,550,394.5
LEPR,53.4,-0.8,60.4,72.8,16,16,29.6,16.8,26,71.2
EFNB3,261.5,203.6,293.2,304.4,155.2,235.2,176.8,340.5,293,236.9
LAMC1,779,615.7,1473.1,902.5,887.3,717.3,1541.7,1037.9,796.1,726.1
CD63,4751.4,4168.6,4358.5,5079.1,4860.2,4175.3,4703.3,5812.9,3835.7,4324.6
D4S234E,176,232.5,208.6,103.6,166,186,135.4,188.9,279,160
SLC4A2,386.5,407.4,680,576.7,638.3,528.8,515.9,425.2,614.4,796.5
RDS,70.2,80.1,101.8,59.3,92,94.7,42,72.9,57.9,70.4
HIP2,48.1,73.8,46,51,79.9,82.6,83.5,53.2,72,76.7
CSTF3,340.7,441.1,522,415,397.3,485.2,411,482.8,495.2,390.2
CSE1L,424.5,464.2,506.8,435.7,466,535.9,478.8,526.9,506.4,469.9
HMG1,4204.1,2222.9,905.9,3213.9,3414,4018,2846.2,4462.6,3896.4,3363.1
CTSD,7343.3,9592.5,6280.9,10096.5,14836.3,5513.5,3400.8,7614.3,5321.6,6188.9
ZNF151,168.3,198,213.6,169,145.9,161,171.2,203.5,213,184.9
CHAF1B,3.9,0,-21.8,19.3,21,27,-66,0.3,49.4,-13.4
NUDT6,42,40,60.4,39.9,83.5,7.3,17.7,24.3,74.3,68.9
MAP2K1,137,303.5,170.8,254.8,318,259.1,303.7,131.1,237,253.5
CA9,206,178,108.9,214.5,174,184,150.1,158.9,229,175.7
SLC6A8,530.4,401.2,449.7,508.2,401.3,388.3,363,463.7,418.1,422.2
NHLH1,645.6,567.2,638.7,475.1,402.1,535.9,380.6,505.2,505.5,602.4
CST3,6466.9,9858.6,8529.3,6807.5,7418.8,10653.7,8046,6202.3,7991.7,6751.1
NCBP1,19.3,-69.3,4.3,-17.3,24.6,4.7,-33.3,12,-3.5,-38.8
MT1H,1342,1055.5,1204.2,1099.2,1087,1202.4,1103.7,1399.4,1145.4,961
PROC,113.8,140.5,37.8,74.3,149.6,75.9,81.7,73.8,53.1,58
MAGEA1,16,28.6,15,79,4,50,4.2,41.6,29.8,70.4
VIL2,2890.9,2421.9,2477.8,2122.5,3060.6,2111.5,2345.8,2941.7,3378.7,2830.7
SEC10L1,149.2,137.9,128.2,115.3,120,187,161.8,128.2,193.2,212.4
GPX4,3143.1,3589.7,3250.1,3283.6,3293.4,2847.5,2696.8,2684.1,2899.6,3174.5
RIT,110.5,84.6,125.4,135.8,205.1,138.6,153.6,119.8,237,79
RES4-25,24.6,55.1,-10,-0.4,106.2,22.7,52.7,10,-7.8,23.9
CPB1,152.8,134.4,206,103.6,100.7,175,72,225.9,198.5,121.7
ZNF272,-21.8,-40.3,-3.9,0.4,9.8,-18.2,-21,-45.6,-0.3,-36
GSK3A,801,682,798.6,751.9,709.9,798.9,595.6,792.2,627.3,829.1
AOX1,326.1,153.7,193.6,82.6,66.8,209.8,369.8,450.3,156.2,221.9
GCLM,144.9,137.9,69.4,265,123,200.4,209.7,172.1,239,207.1
GPR31,311.8,284.9,277.4,327,257.7,227.3,193.6,306,287,308
HPX,80,155.8,-7.4,154.5,25.3,100.5,-21,152.6,44.1,113.4
COL11A1,175,121,200.7,109.8,125,134.3,73.8,194.2,134.3,190
FMR1,147.5,182,93,135.8,153.3,190.7,202.4,125.4,206,184.9
FLI1,145.8,141.4,154.8,144,163.7,185,178.7,104.7,138.6,156.9
ACTB,8315.3,9420,10667.9,11146.4,9532.1,10335.4,9184.6,8831,9521.4,10777.4
AVP,-140.7,-98.2,-99.2,-139.8,-64.8,-79.5,-51.9,-54,-84.6,-57.6
FXYD3,-21.8,25.3,-21,40.7,18.5,20.2,67.6,-11.8,33,104.4
KIAA0134,57,45.9,36.7,3.8,-6.5,31,17.7,65,25.3,16
AKT1,670.9,793.4,847.1,713.1,820,816.3,817.8,669.1,820.9,804.7
FBP1,4387.9,6483.9,5843.2,4585.1,14172.4,3733.5,3701.3,6210.6,4588.8,6024.7
DVL1,184,181,243,155.4,196.2,145.9,145.8,147.2,326,195.3
HNRPL,869.9,636.8,878.8,751.1,675.7,775,513.7,754.4,923.6,794.7
KIAA0022,553.5,577.4,721.7,515.1,609.9,581.2,1023.8,438.7,893.1,1109.2
KCNC1,-78.5,-54.6,-71.7,-10.9,-56.8,-92,-31.9,-90,-94.3,-119.1
PPARD,170.6,116.3,138.6,223,150.5,122.8,150.1,70.4,181.5,66.6
BMP5,94.7,59,170.8,75.1,52,63.7,291.9,74.6,234,205.1
RAC1,2798.1,2693.2,3640,3030.2,3187.1,2836.2,2867.1,3179.1,2624.4,3375.6
PPP1R7,383.9,445.7,326.7,413.7,364,412.7,447,252.3,458.4,384.5
DCI,530.4,573.5,538.6,466.3,484.9,499.1,442.6,412.2,606.8,566.8
HYAL2,1744.8,1404.6,2121.9,1458.6,1805.2,1700.1,1505.3,1333.8,1822.6,2308.7
DAF,615.9,618.9,566.1,656.1,1116.1,622.8,1046.1,780.5,889.6,1130.7
APP,455.8,1007.1,642.2,1118.3,674,849.3,848.1,696.2,769.6,1123.3
KRTHA1,117.2,109.7,98,119.7,57,55.6,52.7,55.1,17.4,35
HMG17L3,249.2,300.4,198.9,200.7,255.8,378,340.1,266.6,243,320.6
TNNI2,-5.5,0,-48.7,-23.1,-3.7,-14.6,-10,-82.4,-48.5,-36.9
HUMCYT2A,132,93,166.5,166,191.8,116.5,79,176.1,98,138.2
GDF10,75.5,12,200.7,82.6,153.3,107.2,284.2,118,61.4,186.6
IL2RB,423.8,796.9,162.3,323.4,198.9,616.4,181.5,395.6,146.6,251.6
LOR,-56.3,-98.2,1,-30.6,-51,-17.3,-39.5,-30.2,-36.8,-85.1
MAPK1,191,235.4,77.4,174,183.6,191.4,231.3,191.7,100.5,89.1
UBE2V1,654.6,1140.3,666.8,798.1,744.4,804.4,627.8,694.6,738,831.6
CLPP,666.4,614.2,493.4,663.3,473.7,642.1,536.9,567.8,453.1,440.2
MTF1,0,48.5,82,72,130,33.2,78.1,50,125,61
CTBS,166,184,176.8,159,199.8,163,158.9,218.5,144.9,133.5
KIAA0184,595.7,720.5,512.1,682.9,610.7,844.7,574,567.8,508.1,525.8
SMPD1,550,454.8,555.1,507.5,524.7,505.5,459.7,528.3,584.1,563.1
NME4,859,568,783,1137.3,680.5,449.7,518.8,1113.2,1003.1,867.3
EPO,-21.8,-41.7,-62.4,-4.6,1.3,-21,-21,22.7,-3,-6.8
ATP6A1,81,175,132.2,123.1,103.5,128.8,201.6,79,104.7,189.2
SLC18A1,93,88,82,72.8,84.4,65,56.3,50,42.4,52.6
CDKN1B,28.6,92,23.5,31.1,-2.1,-11.8,39,81.2,52.6,72
CHRNG,199,68.5,94,117.1,71.1,120.4,98,159.9,142.9,170
SLC5A1,-19,14,-26.5,20.2,-57.9,45,32,55.1,55.9,94.7
KIAA0973,132,170.6,261,173,126,101.3,153.6,113.5,192.1,168
DAG1,235.2,187,317,265,322.8,268,278.8,280.6,280,347.1
HTATIP,313.9,354.2,296.3,164,325.7,282,267.3,268.3,271,362.6
ABCC8,132,45,116.2,58.1,136.5,54.9,72,26.9,63.2,86
HUMHOXY1,123,160.3,144,171,99.8,126.4,150.1,147.2,144,118
LPIN1,209,189,137.5,106.9,158,212.6,198,134.3,145.8,160
IFIT4,389,859.1,362.2,277.3,595.3,1356.7,449.7,477,713.3,623
CYP24,-16,-1.5,-22.6,58.1,-29,-9,11.3,-39.6,11.6,13
TPX1,2.2,20.2,39,47,-16,18.5,-4.2,-32.5,95.3,-3.6
MBD3,1726.7,1687.7,1078,648.1,1431.8,1895.5,1014.1,1632.5,571.8,926.2
G2,132,119,137.5,180,119,141.8,90.7,100.5,119,119.8
BST2,1463.6,1481.8,1238,892.2,1015.9,1637.2,1162.1,1427.5,1208.9,1201.1
MFI2,210,96,132.2,170,136.5,164,130,124.5,197.5,193.6
NRGN,197,265.8,549.2,389.9,814.4,564.4,339.3,394.9,454.9,685.7
HNRPA0,284.3,287.2,307.7,224.9,335.4,258.2,267.3,316,153.6,303
SF3B3,86,32,90,72,68.5,96.9,91.6,64.1,30.5,27.2
CASP4,507.6,770.3,375.6,604.2,519.8,792.5,863.8,597.1,586,446.2
TNNT1,16.8,-54.6,106.8,-0.4,9,40.5,27.2,2.3,-21,-36.9
SAG,45,19.3,92,28.6,95,68.5,18.5,23.5,77.4,52
HMG14,1102.8,1838.3,974.6,1195.9,1590.9,1201,1765.5,1191.1,1879.7,1517.4
AVPR2,-8.1,-17.3,-51.5,-46.3,-36,-102.4,-3,-40.8,-37.7,-88.4
TSC2,533.7,359.5,535.6,435.7,487.5,440.3,417.9,490.3,414.5,512.6
GCK,282.5,211.9,297.3,283.9,241,220.2,214.9,271.6,296,336.1
DECR1,414,496.1,401.5,448.8,582.4,511.1,650.5,458.7,527.8,441
S100A10,4471.2,4299.6,4133.7,4523.6,4453.3,5033,4872,5474.7,4961.9,4907.2
CD24,808,1225,334.7,482.1,586.4,259.9,302.1,1039.6,468.1,368.5
SLC20A2,70.2,98.9,77.4,102.4,124,99.7,97.1,100.5,93.5,162
PIK3CB,100,146.2,200.7,132.3,172.9,171,119.6,102.2,153.6,203.3
PTPRJ,18.5,21.7,26,-0.4,-2.1,40.5,-36,-36,7.3,1
DPT,213,237.3,322.3,175,105.3,345.3,480.6,330.2,392,260.2
FCGR1A,183,1057,225,470.7,588.8,1006.2,359.6,236.3,139.7,273.3
APEG1,54.1,34.3,34.3,52.7,43,26,29.6,13,21,3.9
MAPK4,56.3,11,5,24.3,16,49,49.7,-13.7,-31.8,5.6
PPP6C,343.4,223,255,316,293.1,328.5,300.5,320.8,281,375.8
KRT20,-30.2,-12.8,-10,-108.1,-59.1,-10.9,-51.9,-57.6,-49.3,2.3
HBA2,5736.4,3056.2,5678.9,6059.2,8204.3,3828.3,3085.8,6307.4,8677.5,7263.7
FAH,519,423.4,599.1,529.8,545.1,505.5,414.8,520.1,486.5,558.4
S164,429.8,542.7,134.3,348,302.5,450.6,508.6,560.7,408.5,209.2
PIP5K1A,203,118,162.3,180,195.3,148.7,228,125.4,242,232.6
FUBP1,363.4,383.4,259,259.1,238,370.9,255.7,287.2,313,278.8
ZNF6,574.6,498.5,415.8,456.6,416.3,688.9,461.5,381.5,556.6,681.7
SCAMP1,127,148.3,153.7,135.8,103.5,162,88.9,151.5,125,165
SPOCK,13.4,36.7,56.4,10.2,63.7,75.1,37.8,16.8,-5.7,52
ZNF165,92.2,33.2,63.9,27.7,59.7,39,79,-3,49.4,20.3
NR1D2,120,311.8,310.8,140.5,92,346.2,73.8,282.2,276,177.4
C11ORF13,471.6,310.8,401.5,339.8,405.4,316.1,480.6,284.7,447.9,563.1
SYT1,48.1,68.5,79,69,70.2,58.3,88.9,113.5,88,108
CITED2,361.1,339.6,485.2,562.9,697.6,334.7,480.6,222.1,352.2,426
TMSB10,5941.3,6843.4,5091.5,6355.9,6132.2,7224.8,5214.6,6093.4,5833.3,5027.2
CD36L1,251.8,233.5,243,435.7,209.6,163,203.3,214.9,207,282.5
KIAA0215,18.5,15,81,80.8,101.6,54.9,74.6,59.7,57.9,98
RAN,1086.8,1010.1,1008.5,1269.7,922.4,1353.1,1391.8,1034.6,1134.7,1017.3
TBP,65,107.1,28.2,50,125,103,107.2,90,27.5,125.4
ANXA1,-26.8,-3.8,-11.7,45,27,13,-14.9,12,2.5,47
TCP10,-20,42,66.8,75.1,-14,-2.1,22,77.2,72,68.9
YWHAE,1152.8,915.8,933.9,1441.1,965.7,1428.8,1390,893.5,1260.2,1215.8
LIF,444,323.7,380.2,834.4,471.1,306.7,467.9,532.3,497,496
13CDNA73,105,119,230,174,254,190.7,299,206,253.6,284.3
PLAUR,581.6,880.5,998.3,2122.5,1677.7,982.2,1918.6,1496.6,1547,1047.7
SFTPB,6661,4613.9,7964.1,8019.1,7424.8,5980.2,6653,6598.2,5725.4,9852
F2R,143,39,101.8,71,65,57,113.8,105.5,63.2,89.1
TMEFF1,-4.3,30.3,-11.7,39,28,49,-1.8,-40.8,55.3,21
UQCRC1,729,942.6,831.2,1046.3,810.7,993.2,948.7,709,772.2,730.7
CFTR,85,-1.5,-24.9,-13.7,51,32,16,-27.9,13.4,43.3
SULT2A1,35.5,-30.6,51,12.5,-4.4,4.7,18.5,5,53.7,25.3
C21ORF33,5.6,-4.6,-90.7,-135.5,-55.6,-0.4,32,6.3,-12.2,-107.5
HML2,323.4,736.5,365.4,211.7,221.2,531.6,255.7,465.3,248.3,309
H4FL,-46.6,-2.2,-1.7,-10,-2.1,-31,27.2,14,-41.8,-6.8
PRELP,34.3,68.5,141.8,36.7,29,37.8,115.5,26.9,10.8,48
SLC16A1,213,235.4,246,222.1,196.2,305.8,190,212.3,300,155.8
SLC28A1,277.9,177,199.8,72.8,198.9,194.2,124.4,204.3,52,103.5
LMO4,353.4,331.2,368.5,261.6,309.3,340.9,264.2,412.8,223,213.4
DDT,714,647.2,692.3,691.6,825.7,660.5,614.8,680.3,589.8,867.3
CBFA2T1,7.3,4.7,57,35.5,-8.6,8.1,47.3,64.1,41.6,52
CAD,195,228.7,282.7,242,123,230.8,230.5,227.8,176.8,216.6
BPLP,-71.7,-145.9,-40.5,-60.8,-44.1,-85.8,-103.5,-83.5,-60.2,-32.8
H3FK,0.8,-6.1,-20.2,11.3,-3,-37.1,-19.8,-21,8.1,-6.2
VLDLR,69.4,47.6,114.4,84.4,109.7,111.8,217.1,123.5,171.7,124.5
ATP1A2,-76.5,-80.4,-25.7,-44.3,-14,-58.2,-74.6,-39.6,-36,-38.8
MIPEP,24.6,2.2,28.2,53.4,-33,17.7,54.1,46,2.5,18.1
LIPE,183,90,96,35.5,87.1,145.9,-16.1,205.2,-146.4,-67.7
PRB1,-84.2,-74.9,-49.6,-78.6,9,-27,-34.6,-66,-49.3,-60.4
TAF2N,381.4,939.5,673.8,489.1,602.6,721.8,424.3,611.3,407.7,591.1
FY,1318.8,1170.3,2569.2,1067.5,768.7,1433.2,892.6,1254.5,1165.9,974.3
ANXA11,2677.4,3304.6,2649.2,2653.5,3074.7,2583.7,2094.6,2979.4,2672.8,2563.5
HTR2C,0,-14.6,26.8,-1.3,18.5,16.8,-4.2,10,44.1,11
PIP5K2B,55.6,16.8,52,52,59.7,41.2,33.2,80.1,95.3,87
CDH5,392.4,275,519.7,536.1,599.3,465.2,761.5,511.3,675.6,746.9
SLC29A2,141,167.1,108,166,146.8,119.2,117.2,140.8,52,171
CYP4F2,-17,-51.7,-10.8,-0.4,9,-20.1,-37.8,-15.5,-0.3,-17.6
GAP43,84,94,92,103.6,85.3,103,108,149.4,86.2,64
ASPA,74.6,43,75.1,67,78.2,83.5,154.5,134.3,94.4,107.1
KIAA1555,69.4,60,53.2,110.7,52.8,66.8,88,90,55.9,37
AEBP1,588.6,573.5,1554.4,912.9,898.7,616.4,1132.3,788.9,795.2,857.3
ZFX,163.7,115.5,142.9,63.9,21,194.2,39,90,104.7,287.1
C1S,5992.8,4345.1,5503.5,5121.8,3253.3,6485.8,5981.9,6682.8,4678.7,4375.3
TERT,303.5,121,97,108.9,221.2,70.2,135.4,78.1,56.4,145.1
OCRL,156.2,211.9,140.8,149.2,190,102.2,176.8,188.9,126,150.5
CXORF12,203,260.2,204.2,132.3,211.4,237.8,181.5,218.5,244.8,244
HLA-DRB1,4557,5044.9,2435,3224.4,4867.6,5829.6,3387.9,3345.7,3610.9,3354.2
ACHE,277,275,297.3,225.9,194.4,252.3,232.2,230.6,301,230.8
MPP2,413.2,379.8,425.4,411.7,422.3,370.9,306.8,411,483,438.8
ZNF192,6.4,14,16.7,-5.3,-19,24.3,13.7,-0.3,65,4.7
IFI27,4307.1,4131.3,2739.8,2148,3221.3,4777.3,3801.1,2990.5,3918.9,3762.5
FLJ20048,-31,-13.7,-44.2,-45.3,-38.3,-42.7,-30.5,-84.6,-26,-15.9
KRT8,1687.4,1386.7,671.2,1916,973.9,1403.3,1266.7,2211.9,1197.1,964
HOXD3,30.3,24.6,23.5,-34.9,-53.3,-21,16.8,16.8,18.1,23.9
RNP24,462.8,460.8,297.3,461.9,323.8,514,412.9,421,503,481.4
SCN3A,-10,-61.7,-1,8.2,-63.7,-26,-33.3,-29.1,-47.7,-6.2
